Id,Departamento,Tipo,Nombre,Direccion,Telefono,Latitud,Longitud,Fuente
7346,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.716266495,-63.1620053939,gamsc
7347,Santa Cruz,MercadoMovil,Distrito Urbano 9,Mercado movilES,NA,-17.8294398773,-63.2001212332,gamsc
7348,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7093763941,-63.160009499,gamsc
7349,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7038926985,-63.1597150457,gamsc
7350,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.6983788312,-63.1350828229,gamsc
7351,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.6870499623,-63.1463979105,gamsc
7352,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7327954383,-63.1560074749,gamsc
7353,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7315472647,-63.1638268952,gamsc
7354,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7163591168,-63.1561670381,gamsc
7355,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.6960219449,-63.1590867811,gamsc
7356,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7493270946,-63.1104223268,gamsc
7357,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7518855299,-63.0940633453,gamsc
7358,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7500651489,-63.0899981601,gamsc
7359,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7534763132,-63.098701062,gamsc
7360,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7651901824,-63.1131097431,gamsc
7361,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7657512301,-63.107706804,gamsc
7362,Santa Cruz,MercadoMovil,Distrito Urbano 7,Mercado movilES,NA,-17.7767743096,-63.1075443882,gamsc
7363,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7601615907,-63.089895637,gamsc
