type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/OBJECTID_1,properties/OBJECTID,properties/LAYER,properties/Nombre,properties/Direccion,properties/Zona,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,edificios.786,Point,-68.0599417,-16.54351975,geom,3769,11300,EDIFICIOS,Condominio Buena Vista,,,18,,,,,
Feature,edificios.787,Point,-68.0905125,-16.52195596,geom,3770,11301,EDIFICIOS,Condominio Cosmil Bloque A,,,21,,,,,
Feature,edificios.788,Point,-68.09046906,-16.52174531,geom,3771,11302,EDIFICIOS,Condominio Cosmil Bloque B,,,21,,,,,
Feature,edificios.789,Point,-68.09043012,-16.52155224,geom,3772,11303,EDIFICIOS,Condominio Cosmil Bloque C,,,21,,,,,
Feature,edificios.790,Point,-68.090045,-16.51666557,geom,3773,11304,EDIFICIOS,Condominio Cosmil,,,21,,,,,
Feature,edificios.791,Point,-68.08998921,-16.51701024,geom,3774,11305,EDIFICIOS,Condominio Cosmil,,,21,,,,,
Feature,edificios.792,Point,-68.09005674,-16.51648462,geom,3775,11306,EDIFICIOS,Condominio Cosmil,,,21,,,,,
Feature,edificios.793,Point,-68.09008675,-16.51624629,geom,3776,11307,EDIFICIOS,Condominio Cosmil,,,21,,,,,
Feature,edificios.794,Point,-68.12205155,-16.51349761,geom,3777,11308,EDIFICIOS,Condominio Cosmil,,,1,,,,,
Feature,edificios.795,Point,-68.06617206,-16.5410934,geom,3778,11309,EDIFICIOS,Condominio Cota Cota,,,18,,,,,
Feature,edificios.798,Point,-68.07610671,-16.54533586,geom,3781,11312,EDIFICIOS,Condominio El Jardín,,,18,,carlos.medrano,2016-07-26T00:36:49.553Z,,
Feature,edificios.799,Point,-68.11665381,-16.47898032,geom,3782,11313,EDIFICIOS,Condominio El Parque,,,13,,,,,
Feature,edificios.800,Point,-68.06593966,-16.54522231,geom,3783,11314,EDIFICIOS,Condominio El Pedregal,,,18,,,,,
Feature,edificios.802,Point,-68.11631977,-16.50275063,geom,3785,11316,EDIFICIOS,Condominio Emmanuel,,,2,,,,,
Feature,edificios.803,Point,-68.06953075,-16.54241121,geom,3786,11317,EDIFICIOS,Condominio Jardines de America,,,18,,,,,
Feature,edificios.804,Point,-68.06981593,-16.52464843,geom,3787,11318,EDIFICIOS,Condominio Las Tores de Achumani 1,,,18,,,,,
Feature,edificios.805,Point,-68.06998104,-16.52441681,geom,3788,11319,EDIFICIOS,Condominio Las Tores de Achumani 2,,,18,,,,,
Feature,edificios.806,Point,-68.06997751,-16.52422967,geom,3789,11320,EDIFICIOS,Condominio Las Tores de Achumani 3,,,18,,,,,
Feature,edificios.807,Point,-68.05802592,-16.51343148,geom,3790,11321,EDIFICIOS,Condominio Oasis,,,18,,,,,
Feature,edificios.808,Point,-68.08600595,-16.51353482,geom,3791,11322,EDIFICIOS,Condominio Olympo,,,18,,,,,
Feature,edificios.809,Point,-68.12475776,-16.50096508,geom,3792,11323,EDIFICIOS,Condominio Pucara,,,2,,,,,
Feature,edificios.810,Point,-68.12021547,-16.50079811,geom,3793,11324,EDIFICIOS,Condominio Salas,,,2,,,,,
Feature,edificios.811,Point,-68.12414466,-16.50087275,geom,3794,11325,EDIFICIOS,Condominio San Andres Bloque I,,,2,,,,,
Feature,edificios.812,Point,-68.12432634,-16.50076395,geom,3795,814,EDIFICIOS,Edificio San Andres,,,2,,,,,
Feature,edificios.813,Point,-68.12455839,-16.50075719,geom,3796,11326,EDIFICIOS,Condominio San Andres Bloque III,,,2,,,,,
Feature,edificios.814,Point,-68.13203189,-16.51148866,geom,3797,11327,EDIFICIOS,Condominio Sopocachi Bloque A,,,3,,,,,
Feature,edificios.815,Point,-68.10955017,-16.52282181,geom,3798,11328,EDIFICIOS,Condominio Villa Regina,,,21,,,,,
Feature,edificios.816,Point,-68.13574473,-16.49380993,geom,3799,11329,EDIFICIOS,Cosuelo,,,1,,,,,
Feature,edificios.817,Point,-68.08306443,-16.54539009,geom,3800,11330,EDIFICIOS,Costanera,,,18,,,,,
Feature,edificios.818,Point,-68.08107826,-16.54639103,geom,3801,11331,EDIFICIOS,Danuvio,,,18,,,,,
Feature,edificios.819,Point,-68.13160395,-16.49531121,geom,3802,11332,EDIFICIOS,Delany,,,1,,,,,
Feature,edificios.820,Point,-68.10702076,-16.52651691,geom,3803,11333,EDIFICIOS,Edificio Tunupa,,,21,,,,,
Feature,edificios.821,Point,-68.09139878,-16.52191991,geom,3804,11335,EDIFICIOS,Edificio Los Geranios Bloque C,,,21,,,,,
Feature,edificios.822,Point,-68.1207605,-16.50155277,geom,3805,11336,EDIFICIOS,Edificio Francia,,,2,,,,,
Feature,edificios.823,Point,-68.11034111,-16.52621367,geom,3806,11337,EDIFICIOS,Edificio Manantial,,,21,,,,,
Feature,edificios.824,Point,-68.08704927,-16.52024163,geom,3807,11338,EDIFICIOS,Edificio Los Hardos,,,18,,,,,
Feature,edificios.825,Point,-68.07679169,-16.53701432,geom,3808,11339,EDIFICIOS,Edificio Sauces,,,18,,,,,
Feature,edificios.826,Point,-68.08550805,-16.51258679,geom,3809,11340,EDIFICIOS,Edificio Luxemburgo,,,18,,,,,
Feature,edificios.827,Point,-68.08562032,-16.51228648,geom,3810,11341,EDIFICIOS,Edificio Antenas II,,,18,,,,,
Feature,edificios.828,Point,-68.08595694,-16.51159414,geom,3811,11342,EDIFICIOS,Edificio Rivero,,,18,,,,,
Feature,edificios.829,Point,-68.08596112,-16.51176325,geom,3812,11343,EDIFICIOS,Edificio Lucia,,,18,,,,,
Feature,edificios.830,Point,-68.08627368,-16.51212006,geom,3813,11344,EDIFICIOS,Edificio Azul,,,18,,,,,
Feature,edificios.831,Point,-68.08631544,-16.51310091,geom,3814,11345,EDIFICIOS,Edificio Prusia,,,18,,,,,
Feature,edificios.832,Point,-68.08687653,-16.51295529,geom,3815,11346,EDIFICIOS,Edificio Reina de La Paz,,,18,,,,,
Feature,edificios.833,Point,-68.08653606,-16.51426575,geom,3816,11347,EDIFICIOS,Edificio Parma,,,18,,,,,
Feature,edificios.834,Point,-68.0869913,-16.51426272,geom,3817,11348,EDIFICIOS,Edificio Jacaranda,,,18,,,,,
Feature,edificios.835,Point,-68.08734437,-16.51495796,geom,3818,11349,EDIFICIOS,Edificio Los Cantaros,,,18,,,,,
Feature,edificios.836,Point,-68.08739975,-16.51546919,geom,3819,11350,EDIFICIOS,Edificio Alejandria,,,18,,,,,
Feature,edificios.837,Point,-68.08610294,-16.51501251,geom,3820,11351,EDIFICIOS,Edificio Tauro,,,18,,,,,
Feature,edificios.838,Point,-68.08610883,-16.51523312,geom,3821,11352,EDIFICIOS,Edificio Jenny,,,18,,,,,
Feature,edificios.839,Point,-68.08608476,-16.51593154,geom,3822,11353,EDIFICIOS,Edificio Marilu,,,18,,,,,
Feature,edificios.840,Point,-68.08633305,-16.51842513,geom,3823,11354,EDIFICIOS,Edificio Sofia,,,18,,,,,
Feature,edificios.841,Point,-68.08633791,-16.51825946,geom,3824,11355,EDIFICIOS,Edificio Capital,,,18,,,,,
Feature,edificios.842,Point,-68.08648703,-16.5188344,geom,3825,11356,EDIFICIOS,Edificio Dora,,,18,,,,,
Feature,edificios.843,Point,-68.08652269,-16.51788202,geom,3826,11357,EDIFICIOS,Edificio El Playon,,,18,,,,,
Feature,edificios.844,Point,-68.08719785,-16.51959055,geom,3827,11358,EDIFICIOS,Edificio Valle de Irpavi,,,18,,,,,
Feature,edificios.845,Point,-68.08754561,-16.51931466,geom,3828,11359,EDIFICIOS,Edificio Alexandria,,,18,,,,,
Feature,edificios.846,Point,-68.07616535,-16.53440528,geom,3829,11360,EDIFICIOS,Edificio Vivaldi,,,18,,,,,
Feature,edificios.847,Point,-68.07664339,-16.53443079,geom,3830,11361,EDIFICIOS,Edificio Jimenes,,,18,,,,,
Feature,edificios.848,Point,-68.07719201,-16.53517956,geom,3831,11362,EDIFICIOS,Edificio Villa Daniela,,,18,,,,,
Feature,edificios.849,Point,-68.11377954,-16.52258344,geom,3832,11363,EDIFICIOS,Edificio 14 de Septiembre,,,21,,,,,
Feature,edificios.850,Point,-68.11259566,-16.52317432,geom,3833,11364,EDIFICIOS,Edificio Savin,,,21,,,,,
Feature,edificios.851,Point,-68.11346383,-16.52344678,geom,3834,11365,EDIFICIOS,Edificio 8 de Agosto,,,21,,,,,
Feature,edificios.852,Point,-68.11449576,-16.52322687,geom,3835,11366,EDIFICIOS,Edificio Zenobia,,,21,,,,,
Feature,edificios.853,Point,-68.11438298,-16.52334039,geom,3836,11367,EDIFICIOS,Edificio Scorpio,,,21,,,,,
Feature,edificios.854,Point,-68.0764192,-16.54027431,geom,3837,11368,EDIFICIOS,Edificio Acuario,,,18,,,,,
Feature,edificios.855,Point,-68.06945027,-16.52535789,geom,3838,11369,EDIFICIOS,Edificio Alfa Centauro,,,18,,,,,
Feature,edificios.856,Point,-68.13859269,-16.51305388,geom,3839,11370,EDIFICIOS,Edificio Amazonas,,,4,,,,,
Feature,edificios.857,Point,-68.07668726,-16.54640036,geom,3840,11371,EDIFICIOS,Edificio Amy & Abril,,,18,,,,,
Feature,edificios.858,Point,-68.08764172,-16.52098285,geom,3841,11372,EDIFICIOS,Edificio Andrea Libertad,,,18,,,,,
Feature,edificios.859,Point,-68.10725568,-16.52643725,geom,3842,11373,EDIFICIOS,Edificio Angelita,,,21,,,,,
Feature,edificios.860,Point,-68.06889604,-16.54076946,geom,3843,11374,EDIFICIOS,Edificio Araus,,,18,,,,,
Feature,edificios.861,Point,-68.06972761,-16.53993207,geom,3844,11375,EDIFICIOS,Edificio Brecia,,,18,,,,,
Feature,edificios.862,Point,-68.0690797,-16.54025144,geom,3845,11376,EDIFICIOS,Edificio Elsa,,,18,,,,,
Feature,edificios.863,Point,-68.06822365,-16.54037913,geom,3846,11377,EDIFICIOS,Edificio Le 27,,,18,,,,,
Feature,edificios.864,Point,-68.10266624,-16.5272685,geom,3847,11378,EDIFICIOS,Edificio Arca,,,21,,,,,
Feature,edificios.865,Point,-68.08675114,-16.51641908,geom,3848,11379,EDIFICIOS,Edificio Aries,,,18,,,,,
Feature,edificios.866,Point,-68.10655602,-16.52657799,geom,3849,11380,EDIFICIOS,Edificio Aries,,,21,,,,,
Feature,edificios.867,Point,-68.08020368,-16.5401374,geom,3850,11381,EDIFICIOS,Edificio Atenas,,,18,,,,,
Feature,edificios.868,Point,-68.11896075,-16.47375294,geom,3851,11382,EDIFICIOS,Edificio Autral A B,,,13,,,,,
Feature,edificios.869,Point,-68.1332752,-16.50154799,geom,3852,659,EDIFICIOS,Edificio Avenida,,,6,,,,,
Feature,edificios.870,Point,-68.07824436,-16.52951272,geom,3853,11383,EDIFICIOS,Edificio B&B Bloque A,,,18,,,,,
Feature,edificios.871,Point,-68.07829613,-16.52959307,geom,3854,11384,EDIFICIOS,Edificio B&B Bloque B,,,18,,,,,
Feature,edificios.872,Point,-68.08340544,-16.52905429,geom,3855,11387,EDIFICIOS,Edificio Bella,,,18,,,,,
Feature,edificios.873,Point,-68.08346359,-16.52856615,geom,3856,11388,EDIFICIOS,Edificio Costa de Merfil,,,18,,,,,
Feature,edificios.874,Point,-68.08344357,-16.52880491,geom,3857,11389,EDIFICIOS,Edificio Franco,,,18,,,,,
Feature,edificios.875,Point,-68.08337948,-16.52933344,geom,3858,11390,EDIFICIOS,Edificio Chucuta,,,18,,,,,
Feature,edificios.876,Point,-68.08373251,-16.52835038,geom,3859,11391,EDIFICIOS,Edificio Pantoja,,,18,,,,,
Feature,edificios.877,Point,-68.08455658,-16.52995539,geom,3860,11392,EDIFICIOS,Edificio Jorges,,,18,,,,,
Feature,edificios.878,Point,-68.08405278,-16.5301292,geom,3861,11393,EDIFICIOS,Edificio Coronado,,,18,,,,,
Feature,edificios.879,Point,-68.08380515,-16.53010339,geom,3862,11394,EDIFICIOS,Edificio Tellez,,,18,,,,,
Feature,edificios.880,Point,-68.06128385,-16.54480685,geom,3863,11395,EDIFICIOS,Edificio Bella Vista,,,18,,,,,
Feature,edificios.881,Point,-68.06697116,-16.54105308,geom,3864,11396,EDIFICIOS,Edificio Bugambilia,,,18,,,,,
Feature,edificios.882,Point,-68.06971563,-16.52565653,geom,3865,11397,EDIFICIOS,Edificio Bugamvillas,,,18,,,,,
Feature,edificios.883,Point,-68.08475231,-16.54257994,geom,3866,11398,EDIFICIOS,Edificio Calaconto,,,18,,,,,
Feature,edificios.884,Point,-68.12538728,-16.50780312,geom,3867,11399,EDIFICIOS,Edificio Calama,,,1,,,,,
Feature,edificios.885,Point,-68.12556134,-16.50804521,geom,3868,11400,EDIFICIOS,Edificio Cobija,,,1,,,,,
Feature,edificios.886,Point,-68.07766409,-16.53839641,geom,3869,11401,EDIFICIOS,Edificio Camino del Rey,,,18,,,,,
Feature,edificios.887,Point,-68.07508283,-16.53742359,geom,3870,11402,EDIFICIOS,Edificio Capri,,,18,,,,,
Feature,edificios.888,Point,-68.06945766,-16.54262669,geom,3871,11403,EDIFICIOS,Edificio Caribe,,,18,,,,,
Feature,edificios.889,Point,-68.08374552,-16.54423954,geom,3872,11404,EDIFICIOS,Edificio Cibeles,,,18,,,,,
Feature,edificios.890,Point,-68.12250266,-16.51301872,geom,3873,793,EDIFICIOS,Edificio Concordia,,,1,,,,,
Feature,edificios.891,Point,-68.07515831,-16.54671862,geom,3874,11405,EDIFICIOS,Edificio Costanera,,,18,,,,,
Feature,edificios.892,Point,-68.12324321,-16.51328368,geom,3875,405,EDIFICIOS,Edificio Csapek,,,1,,,,,
Feature,edificios.893,Point,-68.07168228,-16.53707793,geom,3876,11406,EDIFICIOS,Edificio Delta,,,18,,,,,
Feature,edificios.894,Point,-68.07273886,-16.53718717,geom,3877,11407,EDIFICIOS,Edificio Calacoto,,,18,,,,,
Feature,edificios.895,Point,-68.09691062,-16.53308992,geom,3878,11408,EDIFICIOS,Edificio El Carmen,,,21,,,,,
Feature,edificios.896,Point,-68.06611049,-16.54180518,geom,3879,11409,EDIFICIOS,Edificio El Lago,,,18,,,,,
Feature,edificios.897,Point,-68.07019616,-16.52587926,geom,3880,11410,EDIFICIOS,Edificio El Pedregal,,,18,,,,,
Feature,edificios.898,Point,-68.07668062,-16.54718663,geom,3881,11411,EDIFICIOS,Edificio El Sol,,,18,,,,,
Feature,edificios.899,Point,-68.08445879,-16.54492552,geom,3882,11412,EDIFICIOS,Edificio Elena,,,18,,,,,
Feature,edificios.900,Point,-68.07183139,-16.54647827,geom,3883,11413,EDIFICIOS,Edificio Escalibur,,,18,,,,,
Feature,edificios.901,Point,-68.08021626,-16.53961722,geom,3884,11414,EDIFICIOS,Edificio F.A.B.,,,18,,,,,
Feature,edificios.902,Point,-68.13717505,-16.50107057,geom,3885,11415,EDIFICIOS,Edificio Figueroa,,,6,,,,,
Feature,edificios.903,Point,-68.07945777,-16.53670471,geom,3886,11416,EDIFICIOS,Edificio Florencia,,,18,,,,,
Feature,edificios.904,Point,-68.12068305,-16.51293367,geom,3887,408,EDIFICIOS,Edificio Fortaleza,,,1,,,,,
Feature,edificios.905,Point,-68.12600778,-16.50865158,geom,3888,765,EDIFICIOS,Edificio Gaby,,,1,,,,,
Feature,edificios.906,Point,-68.12922419,-16.51243922,geom,3889,11417,EDIFICIOS,Edificio Guayaquil,,,3,,,,,
Feature,edificios.907,Point,-68.07081475,-16.54045389,geom,3890,11418,EDIFICIOS,Edificio Jacaranda,,,18,,,,,
Feature,edificios.909,Point,-68.11185056,-16.52092875,geom,3892,11421,EDIFICIOS,Edificio Kabyk,,,21,,,,,
Feature,edificios.910,Point,-68.11212172,-16.52418068,geom,3893,11422,EDIFICIOS,Edificio La Exaltacion,,,21,,,,,
Feature,edificios.911,Point,-68.10931976,-16.52771176,geom,3894,11423,EDIFICIOS,Edificio Orquidea,,,21,,,,,
Feature,edificios.912,Point,-68.12192245,-16.51217716,geom,3895,11424,EDIFICIOS,Edificio La Paz,,,1,,,,,
Feature,edificios.913,Point,-68.06285857,-16.54108619,geom,3896,11425,EDIFICIOS,Edificio Lagunas Torre A,,,18,,,,,
Feature,edificios.914,Point,-68.06314822,-16.54113254,geom,3897,11426,EDIFICIOS,Edificio Lagunas Torre B,,,18,,,,,
Feature,edificios.915,Point,-68.10408066,-16.52903428,geom,3898,11427,EDIFICIOS,Edificio Liliana,,,21,,,,,
Feature,edificios.916,Point,-68.0914254,-16.53570338,geom,3899,11428,EDIFICIOS,Edificio Los Jardines,,,21,,,,,
Feature,edificios.917,Point,-68.08632749,-16.54311615,geom,3900,11429,EDIFICIOS,Edificio Los Lirios,,,18,,,,,
Feature,edificios.918,Point,-68.06843153,-16.52971493,geom,3901,11430,EDIFICIOS,Edificio Los Robles,,,18,,,,,
Feature,edificios.919,Point,-68.08613418,-16.5164732,geom,3902,11431,EDIFICIOS,Edificio Marilu II,,,18,,,,,
Feature,edificios.920,Point,-68.0668683,-16.54141353,geom,3903,11432,EDIFICIOS,Edificio Mariri,,,18,,,,,
Feature,edificios.921,Point,-68.07120753,-16.53552035,geom,3904,11433,EDIFICIOS,Edificio Mariscal Braum,,,18,,,,,
Feature,edificios.922,Point,-68.06270564,-16.53983019,geom,3905,11434,EDIFICIOS,Edificio Monte Bello,,,18,,,,,
Feature,edificios.925,Point,-68.12208163,-16.51082747,geom,3908,11437,EDIFICIOS,Edificio Multicine,,,1,,,,,
Feature,edificios.926,Point,-68.12332824,-16.51171679,geom,3909,11439,EDIFICIOS,Edificio Multifamiliar Cofadena,,,1,,,,,
Feature,edificios.927,Point,-68.10745644,-16.52561978,geom,3910,11440,EDIFICIOS,Edificio Obrajes,,,21,,,,,
Feature,edificios.928,Point,-68.12945479,-16.51095655,geom,3911,11441,EDIFICIOS,Edificio Olmos,,,3,,,,,
Feature,edificios.929,Point,-68.13601005,-16.49957191,geom,3912,11442,EDIFICIOS,Edificio Oruro Bloque A,,,6,,,,,
Feature,edificios.930,Point,-68.08067937,-16.53934289,geom,3913,11443,EDIFICIOS,Edificio Puerta de Hierro,,,18,,,,,
Feature,edificios.931,Point,-68.12805562,-16.50589326,geom,3914,741,EDIFICIOS,Edificio Requima,,,1,,,,,
Feature,edificios.932,Point,-68.07593219,-16.53130888,geom,3915,11444,EDIFICIOS,Edificio Rio Madera,,,18,,,,,
Feature,edificios.933,Point,-68.0559243,-16.53688202,geom,3916,11445,EDIFICIOS,Edificio Roma,,,19,,,,,
Feature,edificios.934,Point,-68.10847934,-16.52582279,geom,3917,11446,EDIFICIOS,Edificio Rubi,,,21,,,,,
Feature,edificios.935,Point,-68.07785165,-16.54102197,geom,3918,11448,EDIFICIOS,Edificio San Miguel Bloque A,,,18,,,,,
Feature,edificios.936,Point,-68.0777948,-16.54128021,geom,3919,11449,EDIFICIOS,Edificio San Miguel Bloque B,,,18,,,,,
Feature,edificios.937,Point,-68.07961341,-16.53950402,geom,3920,11450,EDIFICIOS,Edificio Taurus,,,18,,,,,
Feature,edificios.938,Point,-68.07775558,-16.54456966,geom,3921,11451,EDIFICIOS,Edificio Terranova,,,18,,,,,
Feature,edificios.939,Point,-68.12458226,-16.50882917,geom,3922,776,EDIFICIOS,Edificio Las Torres De Las Americas,,,1,,,,,
Feature,edificios.940,Point,-68.12822997,-16.50623661,geom,3923,735,EDIFICIOS,Edificio Venus,,,1,,,,,
Feature,edificios.941,Point,-68.0757861,-16.53619168,geom,3924,11452,EDIFICIOS,Edificio Versalles,,,18,,,,,
Feature,edificios.942,Point,-68.0772004,-16.53803067,geom,3925,11453,EDIFICIOS,Villa Verde,,,18,,,,,
Feature,edificios.943,Point,-68.12954326,-16.51332681,geom,3926,11454,EDIFICIOS,Edificio Virginia,,,3,,,,,
Feature,edificios.944,Point,-68.08171523,-16.54103369,geom,3927,11455,EDIFICIOS,Edificio Wara,,,18,,,,,
Feature,edificios.945,Point,-68.13099658,-16.51281981,geom,3928,11456,EDIFICIOS,Edificio Ana María,,,3,,clara.revollo,2016-07-26T01:01:28.123Z,,
Feature,edificios.1154,Point,-68.06244009,-16.51486882,geom,4137,11665,EDIFICIOS,Edificio Flores,,,18,,,,,
Feature,edificios.1155,Point,-68.07923208,-16.54010358,geom,4138,11666,EDIFICIOS,Edificio Hause,,,18,,,,,
Feature,edificios.1156,Point,-68.08707815,-16.52594262,geom,4139,11667,EDIFICIOS,Edificio Nuevo Imperio,,,18,,,,,
Feature,edificios.1157,Point,-68.06364995,-16.51415889,geom,4140,11671,EDIFICIOS,Edificio Sevilla,,,18,,,,,
Feature,edificios.1158,Point,-68.08591869,-16.53940389,geom,4141,11672,EDIFICIOS,Edificio Torre Sur,,,18,,,,,
Feature,edificios.1159,Point,-68.08768585,-16.52934181,geom,4142,11673,EDIFICIOS,Edificio Don Miguel,,,18,,,,,
Feature,edificios.1160,Point,-68.08422377,-16.52397994,geom,4143,11674,EDIFICIOS,Edificio Ensueño,,,18,,,,,
Feature,edificios.1161,Point,-68.08627368,-16.51212006,geom,4144,11675,EDIFICIOS,Edificio Azul,,,18,,,,,
Feature,edificios.1162,Point,-68.07422629,-16.5296213,geom,4145,11676,EDIFICIOS,Edificio Capricornio,,,18,,,,,
Feature,edificios.1163,Point,-68.08585115,-16.52438563,geom,4146,11677,EDIFICIOS,Edificio Capricornio,,,18,,,,,
Feature,edificios.1164,Point,-68.08778298,-16.52581285,geom,4147,11678,EDIFICIOS,Edificio Costa Verde,,,18,,,,,
Feature,edificios.1165,Point,-68.08454468,-16.52316136,geom,4148,11679,EDIFICIOS,Edificio San Cristobal,,,18,,,,,
Feature,edificios.1166,Point,-68.08743394,-16.52377591,geom,4149,11680,EDIFICIOS,Edificio El Almirante,,,18,,,,,
Feature,edificios.1167,Point,-68.08885764,-16.52452425,geom,4150,11681,EDIFICIOS,Edificio Emma,,,18,,,,,
Feature,edificios.1168,Point,-68.13315017,-16.49300865,geom,4151,11683,EDIFICIOS,Edificio Esculapio,,,11,,,,,
Feature,edificios.1169,Point,-68.07872836,-16.52958569,geom,4152,11684,EDIFICIOS,Edificio Koani Bloque A,,,18,,,,,
Feature,edificios.1170,Point,-68.07885069,-16.52955834,geom,4153,11685,EDIFICIOS,Edificio Koani Bloque B,,,18,,,,,
Feature,edificios.1171,Point,-68.08520821,-16.5251699,geom,4154,11686,EDIFICIOS,Edificio Las Acacias,,,18,,,,,
Feature,edificios.1172,Point,-68.08596112,-16.51176325,geom,4155,11687,EDIFICIOS,Edificio Lucia,,,18,,,,,
Feature,edificios.1173,Point,-68.07308334,-16.52642907,geom,4156,11688,EDIFICIOS,Edificio Marie,,,18,,,,,
Feature,edificios.1174,Point,-68.07594385,-16.52717188,geom,4157,11689,EDIFICIOS,Edificio Natalia Primera,,,18,,,,,
Feature,edificios.1175,Point,-68.07642411,-16.52891068,geom,4158,11690,EDIFICIOS,Edificio Nuestra Señora Aparecida,,,18,,,,,
Feature,edificios.1176,Point,-68.0802328,-16.53013363,geom,4159,11691,EDIFICIOS,Edificio Pradero,,,18,,,,,
Feature,edificios.1177,Point,-68.07748743,-16.53093433,geom,4160,11692,EDIFICIOS,Edificio Rosario,,,18,,,,,
Feature,edificios.1178,Point,-68.07309763,-16.5289523,geom,4161,11693,EDIFICIOS,Edificio Unicornio,,,18,,,,,
Feature,edificios.1179,Point,-68.08442784,-16.52191675,geom,4162,11694,EDIFICIOS,Edificio Vista,,,18,,,,,
Feature,edificios.1180,Point,-68.12469556,-16.49218025,geom,4163,390,EDIFICIOS,Edificio 24 De Junio,,,2,,,,,
Feature,edificios.1181,Point,-68.14017128,-16.49438362,geom,4164,11695,EDIFICIOS,Edificio 8 Hermanos,,,1,,,,,
Feature,edificios.1182,Point,-68.06413006,-16.51631927,geom,4165,11696,EDIFICIOS,Edificio Achumani,,,18,,,,,
Feature,edificios.1183,Point,-68.07706456,-16.53726207,geom,4166,11697,EDIFICIOS,Edificio Acuario,,,18,,,,,
Feature,edificios.1184,Point,-68.13198838,-16.50218675,geom,4167,666,EDIFICIOS,Edificio Alameda,,,1,,,,,
Feature,edificios.1185,Point,-68.10573792,-16.52635472,geom,4168,11698,EDIFICIOS,Edificio Alcalaz,,,21,,,,,
Feature,edificios.1186,Point,-68.11611743,-16.50255544,geom,4169,11699,EDIFICIOS,Edificio Alejandro,,,2,,,,,
Feature,edificios.1187,Point,-68.07653715,-16.54324612,geom,4170,11700,EDIFICIOS,Edificio Alexander,,,18,,,,,
Feature,edificios.1188,Point,-68.13028674,-16.49603294,geom,4171,11701,EDIFICIOS,Edificio Alianza,,,1,,,,,
Feature,edificios.1189,Point,-68.13599021,-16.49682267,geom,4172,11702,EDIFICIOS,Edificio Almaraz,,,1,,,,,
Feature,edificios.1190,Point,-68.12817644,-16.49775226,geom,4173,11703,EDIFICIOS,Edificio Almaraz,,,1,,,,,
Feature,edificios.1191,Point,-68.0861444,-16.52722947,geom,4174,11704,EDIFICIOS,Edificio Altamirano,,,18,,,,,
Feature,edificios.1192,Point,-68.1231336,-16.51341665,geom,4175,11705,EDIFICIOS,Edificio Ana María,,,1,,clara.revollo,2016-07-26T01:01:38.603Z,,
Feature,edificios.1193,Point,-68.12514478,-16.48834727,geom,4176,11706,EDIFICIOS,Edificio Arandia,,,12,,,,,
Feature,edificios.1194,Point,-68.12031753,-16.50338776,geom,4177,11707,EDIFICIOS,Edificio Argentina,,,2,,,,,
Feature,edificios.1195,Point,-68.12071365,-16.50186862,geom,4178,11708,EDIFICIOS,Edificio Arransas,,,2,,,,,
Feature,edificios.1196,Point,-68.08083957,-16.54419061,geom,4179,11709,EDIFICIOS,Edificio Arsal,,,18,,,,,
Feature,edificios.1197,Point,-68.07580965,-16.5383993,geom,4180,11710,EDIFICIOS,Edificio Astromelia,,,18,,,,,
Feature,edificios.1198,Point,-68.12456078,-16.50001242,geom,4181,11711,EDIFICIOS,Edificio Aurora,,,2,,,,,
Feature,edificios.1199,Point,-68.12450192,-16.49502339,geom,4182,11712,EDIFICIOS,Edificio Avendaño,,,2,,,,,
Feature,edificios.1200,Point,-68.13298183,-16.50189177,geom,4183,11713,EDIFICIOS,Edificio Banco Bisa,,,6,,,,,
Feature,edificios.1201,Point,-68.12919,-16.51437015,geom,4184,11714,EDIFICIOS,Edificio Barcelona,,,3,,,,,
Feature,edificios.1202,Point,-68.12174296,-16.50306374,geom,4185,11715,EDIFICIOS,Edificio Bella Flor,,,2,,,,,
Feature,edificios.1203,Point,-68.111062,-16.52478148,geom,4186,11716,EDIFICIOS,Edificio Bicentenario,,,21,,,,,
Feature,edificios.1204,Point,-68.12523714,-16.48413456,geom,4187,839,EDIFICIOS,Edificio Canadience,,,12,,,,,
Feature,edificios.1205,Point,-68.12227406,-16.49689798,geom,4188,11718,EDIFICIOS,Edificio Capri,,,2,,,,,
Feature,edificios.1206,Point,-68.07301292,-16.54139724,geom,4189,11719,EDIFICIOS,Edificio Carolina,,,18,,,,,
Feature,edificios.1207,Point,-68.1218344,-16.4996377,geom,4190,11720,EDIFICIOS,Edificio Carrasco,,,2,,,,,
Feature,edificios.1208,Point,-68.13929822,-16.49363242,geom,4191,11721,EDIFICIOS,Edificio Casa Blanca,,,1,,,,,
Feature,edificios.1209,Point,-68.13511298,-16.49946215,geom,4192,11722,EDIFICIOS,Edificio Centro de Comunicaciones,,,6,,,,,
Feature,edificios.1210,Point,-68.13543422,-16.49923162,geom,4193,11723,EDIFICIOS,Edificio Centro de Comunicaciones,,,6,,,,,
Feature,edificios.1211,Point,-68.09144358,-16.54463661,geom,4194,11724,EDIFICIOS,Edificio Centro Empresarial La Florida,,,18,,,,,
Feature,edificios.1212,Point,-68.06071315,-16.51808623,geom,4195,11725,EDIFICIOS,Edificio Cerro Tanaro,,,18,,,,,
