type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/objectid,properties/featureid,properties/TextString,properties/nombalfa,properties/alias,properties/zona,properties/tipovia,properties/om,properties/descripcion
Feature,ubicacionvias2.3458,Point,-68.13893592,-16.48104762,geom,7680,16826,Amigos,Amigos,Amigos (c. 12),Vino Tinto,c., ,c. Amigos (c. 12) (Vino Tinto)
Feature,ubicacionvias2.3459,Point,-68.14346916,-16.48643245,geom,515,16834,Constitución,Constitución,Constitución,Challapampa,c.,433/2013,c. Constitución (Challapampa)
Feature,ubicacionvias2.3460,Point,-68.14232424,-16.48656132,geom,955,16838,Omasuyos,Omasuyos,Omasuyos,Challapampa,c.,433/2013,c. Omasuyos (Challapampa)
Feature,ubicacionvias2.3461,Point,-68.14348056,-16.48726185,geom,1262,16839,"Oquendo, José M.","Oquendo, José Manuel",Ttte. José Manuel Oquendo,Challapampa,c.,433/2013,c. Ttte. José Manuel Oquendo (Challapampa)
Feature,ubicacionvias2.3462,Point,-68.14494753,-16.4864685,geom,235,16840,Cobija,Cobija,Cobija,Challapampa,c.,433/2013,c. Cobija (Challapampa)
Feature,ubicacionvias2.3463,Point,-68.13877835,-16.48572637,geom,2827,16851,Cj. 5,5,5,Challapampa,cj., ,cj. 5 (Challapampa)
Feature,ubicacionvias2.3464,Point,-68.13936862,-16.48615727,geom,7648,16853,San Buenaventura,San Buenaventura,San Buenaventura,Challapampa,c.,433/2013,c. San Buenaventura (Challapampa)
Feature,ubicacionvias2.3465,Point,-68.14126533,-16.48459654,geom,7702,16854,"Velarde, Juan María","Velarde, Juan María",Juan María Velarde,Vino Tinto,c., ,c. Juan María Velarde (Vino Tinto)
Feature,ubicacionvias2.3466,Point,-68.13942344,-16.48414971,geom,7873,16855,"Pizarro, G.","Pizarro, Gonzalo",Gonzalo Pizarro,Vino Tinto,c., ,c. Gonzalo Pizarro (Vino Tinto)
Feature,ubicacionvias2.3467,Point,-68.12859501,-16.47754478,geom,10003,16862,"Pariente, Adriana",Cupilupaca La Unión,Cupilupaca La Unión (C. 4),Cupilupaca,c.,431/2013,c. Cupilupaca La Unión (C. 4) (Cupilupaca)
Feature,ubicacionvias2.3468,Point,-68.12905234,-16.47813506,geom,1897,16862,Cupilupaca La Unión,Cupilupaca La Unión,Cupilupaca La Unión (C. 4),Cupilupaca,c.,431/2013,c. Cupilupaca La Unión (C. 4) (Cupilupaca)
Feature,ubicacionvias2.3469,Point,-68.12834068,-16.47818072,geom,7360,16863,"Salazar, Pedro","Salazar, Pedro",Pedro Salazar,Cupilupaca,cj.,431/2013,cj. Pedro Salazar (Cupilupaca)
Feature,ubicacionvias2.3470,Point,-68.1297486,-16.48578905,geom,10004,16864,"Torrez Gonzales, Juan José","Torrez Gonzales, Juan José",Juan José Torrez Gonzales,Agua de la Vida Norte,av., ,av. Juan José Torrez Gonzales (Agua de la Vida Norte)
Feature,ubicacionvias2.3471,Point,-68.11065906,-16.46375864,geom,10404,16864,"Torrez Gonzales, Juan José","Torrez Gonzales, Juan José",Juan José Torrez Gonzales,Villa El Carmen,av., ,av. Juan José Torrez Gonzales (Villa El Carmen)
Feature,ubicacionvias2.3472,Point,-68.12824577,-16.47942462,geom,12941,16864,"Torrez Gonzales, Juan José","Torrez Gonzales, Juan José",Juan José Torrez Gonzales,Santa Rosa,av., ,av. Juan José Torrez Gonzales (Santa Rosa)
Feature,ubicacionvias2.3473,Point,-68.12220433,-16.47043596,geom,12942,16864,"Torrez Gonzales, Juan José","Torrez Gonzales, Juan José",Juan José Torrez Gonzales,Las Delicias,av., ,av. Juan José Torrez Gonzales (Las Delicias)
Feature,ubicacionvias2.3474,Point,-68.12888985,-16.47704694,geom,3656,16867,Ingavi,Ingavi,Ingavi,Santa Rosa de Tiji,c.,151/2011,c. Ingavi (Santa Rosa de Tiji)
Feature,ubicacionvias2.3475,Point,-68.12676255,-16.47657427,geom,3981,16869,Unión,Unión,Unión,Santa Rosa de Tiji,c.,151/2011,c. Unión (Santa Rosa de Tiji)
Feature,ubicacionvias2.3476,Point,-68.12901654,-16.47597796,geom,1181,16871,Sur Yungas,Sur Yungas,Sur Yungas,Santa Rosa de Tiji,c.,151/2011,c. Sur Yungas (Santa Rosa de Tiji)
Feature,ubicacionvias2.3477,Point,-68.12930349,-16.47872217,geom,2299,16873,C. 8,8,8,Cupilupaca,c., ,c. 8 (Cupilupaca)
Feature,ubicacionvias2.3478,Point,-68.12615559,-16.4848718,geom,2184,16877,Santa Rosa,Santa Rosa,Santa Rosa (c. 2),Miraflores Alto,c., ,c. Santa Rosa (c. 2) (Miraflores Alto)
Feature,ubicacionvias2.3479,Point,-68.12792856,-16.48418585,geom,1239,16880,Capinota,Capinota,Capinota,27 de Mayo,c., ,c. Capinota (27 de Mayo)
Feature,ubicacionvias2.3480,Point,-68.12509072,-16.48014265,geom,8787,16882,Virgen de la Concepción,Virgen de la Concepción,Virgen de la Concepción,Santa Rosa,c., ,c. Virgen de la Concepción (Santa Rosa)
Feature,ubicacionvias2.3481,Point,-68.12640719,-16.48008439,geom,2278,16883,"Mendoza, Gregorio","Mendoza, Gregorio",Gregorio Mendoza,Santa Rosa,av., ,av. Gregorio Mendoza (Santa Rosa)
Feature,ubicacionvias2.3482,Point,-68.14603737,-16.47956166,geom,863,16902,Pj. E,E,E,Villa 18 de Mayo,pje., ,pje. E (Villa 18 de Mayo)
Feature,ubicacionvias2.3483,Point,-68.14522541,-16.47866062,geom,2251,16904,C. 14,14,14,Villa 18 de Mayo,c., ,c. 14 (Villa 18 de Mayo)
Feature,ubicacionvias2.3484,Point,-68.14647259,-16.48012213,geom,479,16915,Mama Ocllo,Mama Ocllo,Mama Ocllo,Vino Tinto,c., ,c. Mama Ocllo (Vino Tinto)
Feature,ubicacionvias2.3485,Point,-68.14431794,-16.48216143,geom,12842,16915,Mama Ocllo,Mama Ocllo,Mama Ocllo,Vino Tinto,c., ,c. Mama Ocllo (Vino Tinto)
Feature,ubicacionvias2.3486,Point,-68.14034588,-16.48032927,geom,740,16916,"Estrella, Felipe","Estrella, Felipe",Felipe Estrella,Vino Tinto,c., ,c. Felipe Estrella (Vino Tinto)
Feature,ubicacionvias2.3487,Point,-68.13843123,-16.47915406,geom,2161,16919,Vásquez,Vásquez,Mayor Vásquez,Vino Tinto,c., ,c. Mayor Vásquez (Vino Tinto)
Feature,ubicacionvias2.3488,Point,-68.13923399,-16.48266234,geom,1776,16930,"Velasco, Hnos.","Velasco, Hnos.",Hnos. Velasco,Vino Tinto,c., ,c. Hnos. Velasco (Vino Tinto)
Feature,ubicacionvias2.3489,Point,-68.13729378,-16.48777056,geom,7957,16943,Manzaneda,Manzaneda,Manzaneda,Zona Norte,c., ,c. Manzaneda (Zona Norte)
Feature,ubicacionvias2.3490,Point,-68.13690892,-16.48763907,geom,1941,16947,Santa María,Santa María,Santa María,Villa de la Cruz,c., ,c. Santa María (Villa de la Cruz)
Feature,ubicacionvias2.3491,Point,-68.1325686,-16.49093882,geom,2584,16962,Aguirre,Aguirre,Aguirre,Zona Norte,pje., ,pje. Aguirre (Zona Norte)
Feature,ubicacionvias2.3492,Point,-68.13942258,-16.47969623,geom,1620,16969,"Frías, Humberto","Frías, Humberto",Humberto Frías,Vino Tinto,c., ,c. Humberto Frías (Vino Tinto)
Feature,ubicacionvias2.3493,Point,-68.13539297,-16.48755854,geom,8152,16971,María Magdalena,María Magdalena,María Magdalena,Villa de la Cruz,c., ,c. María Magdalena (Villa de la Cruz)
Feature,ubicacionvias2.3494,Point,-68.1254496,-16.47650458,geom,611,16981,Urias Rodríguez,Urias Rodríguez,Urias Rodríguez,Poqueni,c., ,c. Urias Rodríguez (Poqueni)
Feature,ubicacionvias2.3495,Point,-68.12602684,-16.47639818,geom,1877,16985,"Pórcel, Saturnino","Pórcel, Saturnino",Saturnino Pórcel,Poqueni,c., ,c. Saturnino Pórcel (Poqueni)
Feature,ubicacionvias2.3496,Point,-68.14642843,-16.47768036,geom,1940,16989,"Lira, Eusebio","Lira, Eusebio",Eusebio Lira,Villa 18 de Mayo,c., ,c. Eusebio Lira (Villa 18 de Mayo)
Feature,ubicacionvias2.3497,Point,-68.1472622,-16.47839057,geom,2885,16990,C. 3-A,3-A,3-A,Villa 18 de Mayo,c., ,c. 3-A (Villa 18 de Mayo)
Feature,ubicacionvias2.3498,Point,-68.13614153,-16.48896689,geom,7833,16995,"Victoria, Batallón","Victoria, Batallón",Batallón Victoria,Zona Norte,c., ,c. Batallón Victoria (Zona Norte)
Feature,ubicacionvias2.3499,Point,-68.12383125,-16.48669366,geom,2232,17001,Canadá,Canadá,Canadá (c. 1),Miraflores,c., ,c. Canadá (c. 1) (Miraflores)
Feature,ubicacionvias2.3500,Point,-68.13786901,-16.47998717,geom,7639,17003,"Llanque, Juan","Llanque, Juan",Juan Llanque,Vino Tinto,c., ,c. Juan Llanque (Vino Tinto)
Feature,ubicacionvias2.3501,Point,-68.137636,-16.48291218,geom,1720,17009,"Galdo, Norberto","Galdo, Norberto",Norberto Galdo,Vino Tinto,c., ,c. Norberto Galdo (Vino Tinto)
Feature,ubicacionvias2.3502,Point,-68.14467418,-16.48051663,geom,7882,17019,"Campos, O.","Campos, Obispo Gregorio Francisco",Obispo Gregorio Francisco Campos,Villa 18 de Mayo,c., ,c. Obispo Gregorio Francisco Campos (Villa 18 de Mayo)
Feature,ubicacionvias2.3503,Point,-68.12622717,-16.4841721,geom,7910,17021,"Garabito, P.","Garabito, Pedro",Pedro Garabito,Miraflores Alto,c., ,c. Pedro Garabito (Miraflores Alto)
Feature,ubicacionvias2.3504,Point,-68.13193983,-16.490831,geom,8149,17025,Las Vegas,Las Vegas,Las Vegas,Agua de la Vida,c., ,c. Las Vegas (Agua de la Vida)
Feature,ubicacionvias2.3505,Point,-68.12189944,-16.47816896,geom,850,17029,Ixiamas,Ixiamas,Ixiamas,Villa Fátima,c., ,c. Ixiamas (Villa Fátima)
Feature,ubicacionvias2.3506,Point,-68.12143653,-16.47866167,geom,94,17030,Yanacachi,Yanacachi,Yanacachi,Villa Fátima,c., ,c. Yanacachi (Villa Fátima)
Feature,ubicacionvias2.3507,Point,-68.11620684,-16.4862566,geom,968,17055,"Calvo, Enrique","Calvo, Enrique",Enrique Calvo,Villa Copacabana,c., ,c. Enrique Calvo (Villa Copacabana)
Feature,ubicacionvias2.3508,Point,-68.11490428,-16.48392104,geom,2273,17057,C. 4,4,4,Pacasa,c., ,c. 4 (Pacasa)
Feature,ubicacionvias2.3509,Point,-68.11441796,-16.48455463,geom,2504,17058,C. 14,14,14,Pacasa,c., ,c. 14 (Pacasa)
Feature,ubicacionvias2.3510,Point,-68.11595693,-16.48222521,geom,2687,17059,C. 3,3,3,Villa Copacabana,c., ,c. 3 (Villa Copacabana)
Feature,ubicacionvias2.3511,Point,-68.11793596,-16.4866129,geom,7814,17064,"Oropeza, Samuel","Oropeza, Samuel",Samuel Oropeza,Villa Copacabana,c., ,c. Samuel Oropeza (Villa Copacabana)
Feature,ubicacionvias2.3512,Point,-68.11717346,-16.48678476,geom,1894,17067,"Santivañez, José María","Santivañez, José María",José María Santivañez,Villa Copacabana,c., ,c. José María Santivañez (Villa Copacabana)
Feature,ubicacionvias2.3513,Point,-68.12365617,-16.47785243,geom,3519,17076,C. 1,1,1,Poqueni,c., ,c. 1 (Poqueni)
Feature,ubicacionvias2.3514,Point,-68.11438571,-16.48699733,geom,2389,17085,C. B,B,B,Pacasa,c., ,c. B (Pacasa)
Feature,ubicacionvias2.3515,Point,-68.1132904,-16.48330755,geom,842,17094,Kantutani,Kantutani,Kantutani,Pacasa,c., ,c. Kantutani (Pacasa)
Feature,ubicacionvias2.3516,Point,-68.11196679,-16.48980994,geom,7759,17099,"Ballivián, R.","Ballivián, Rafael",Rafael Ballivián,Valle Hermoso,c., ,c. Rafael Ballivián (Valle Hermoso)
Feature,ubicacionvias2.3517,Point,-68.11764356,-16.49404917,geom,11613,17099,"Ballivián, R.","Ballivián, Rafael",Rafael Ballivián,Villa Copacabana,c., ,c. Rafael Ballivián (Villa Copacabana)
Feature,ubicacionvias2.3518,Point,-68.1127524,-16.49033592,geom,8151,17101,"Ordóñez L., M.","Ordóñez Lopez, Manuel",Manuel Ordóñez Lopez,Villa Copacabana,c., ,c. Manuel Ordóñez Lopez (Villa Copacabana)
Feature,ubicacionvias2.3519,Point,-68.11359703,-16.48806892,geom,2090,17103,C. 5,5,5,Villa Copacabana,c., ,c. 5 (Villa Copacabana)
Feature,ubicacionvias2.3520,Point,-68.12294227,-16.48222844,geom,876,17109,"Rodríguez, Manuel","Rodríguez, Manuel",Manuel Rodríguez,Miraflores Alto,c., ,c. Manuel Rodríguez (Miraflores Alto)
Feature,ubicacionvias2.3521,Point,-68.1163038,-16.47903343,geom,3502,17116,Costanera,Costanera,Costanera,Barrio Petrolero,av., ,av. Costanera (Barrio Petrolero)
Feature,ubicacionvias2.3522,Point,-68.1144204,-16.48626819,geom,1099,17117,C. 4-D,4-D,4-D,Pacasa,c., ,c. 4-D (Pacasa)
Feature,ubicacionvias2.3523,Point,-68.12157253,-16.48785642,geom,3125,17121,"Busch, Germán","Busch, Germán",Germán Busch,Miraflores,av., ,av. Germán Busch (Miraflores)
Feature,ubicacionvias2.3524,Point,-68.12142675,-16.4823405,geom,7997,17122,Unduavi,Unduavi,Unduavi,Villa Fátima,c., ,c. Unduavi (Villa Fátima)
Feature,ubicacionvias2.3525,Point,-68.12129193,-16.48654779,geom,1874,17125,Alipaz,Alipaz,Alipaz,Miraflores,pje., ,pje. Alipaz (Miraflores)
Feature,ubicacionvias2.3526,Point,-68.11368879,-16.48576309,geom,1614,17126,Villa Imperial,Villa Imperial,Villa Imperial,Pacasa,av., ,av. Villa Imperial (Pacasa)
Feature,ubicacionvias2.3527,Point,-68.10910542,-16.48846731,geom,8535,17128,Mejillones,Mejillones,Mejillones,Valle Hermoso,c.,385/2010,c. Mejillones (Valle Hermoso)
Feature,ubicacionvias2.3528,Point,-68.12121108,-16.48288996,geom,1613,17132,"Terrazas, Matías","Terrazas, Matías",Matías Terrazas,Villa Fátima,c., ,c. Matías Terrazas (Villa Fátima)
Feature,ubicacionvias2.3529,Point,-68.11981094,-16.48188986,geom,7694,17133,Rurrenabaque,Rurrenabaque,Rurrenabaque,Villa Fátima,c., ,c. Rurrenabaque (Villa Fátima)
Feature,ubicacionvias2.3530,Point,-68.11958095,-16.48004852,geom,107,17139,Ocobaya,Ocobaya,Ocobaya,Villa Fátima,c., ,c. Ocobaya (Villa Fátima)
Feature,ubicacionvias2.3531,Point,-68.11613047,-16.48924363,geom,1725,17140,"Portocarrero, Walter","Portocarrero, Walter",Walter Portocarrero,Villa Copacabana,c., ,c. Walter Portocarrero (Villa Copacabana)
Feature,ubicacionvias2.3532,Point,-68.09643214,-16.48591188,geom,7486,17146,Molles,Molles,Molles (c. 8),Villa Salomé,c., ,c. Molles (c. 8) (Villa Salomé)
Feature,ubicacionvias2.3533,Point,-68.09615845,-16.4881041,geom,778,17152,Gladiolos,Gladiolos,Los Gladiolos,Villa Salomé,c., ,c. Los Gladiolos (Villa Salomé)
Feature,ubicacionvias2.3534,Point,-68.09334274,-16.48586439,geom,3688,17156,C. G,G,G,Villa Salomé,c., ,c. G (Villa Salomé)
Feature,ubicacionvias2.3535,Point,-68.09485044,-16.48837873,geom,273,17161,Girasoles,Girasoles,Los Girasoles,Villa Salomé,c., ,c. Los Girasoles (Villa Salomé)
Feature,ubicacionvias2.3536,Point,-68.09722922,-16.47804261,geom,183,17172,"Rulfo, Juan","Rulfo, Juan",Juan Rulfo,Primavera,c., ,c. Juan Rulfo (Primavera)
Feature,ubicacionvias2.3537,Point,-68.0949372,-16.48124433,geom,736,17174,"Bach, Juan Sebastián","Bach, Juan Sebastián",Juan Sebastián Bach,Primavera,c., ,c. Juan Sebastián Bach (Primavera)
Feature,ubicacionvias2.3538,Point,-68.0965706,-16.48692867,geom,2740,17176,C. B,B,B,Villa Salomé,c., ,c. B (Villa Salomé)
Feature,ubicacionvias2.3539,Point,-68.14911297,-16.49921749,geom,1266,17190,Boeto,Boeto,Boeto,Los Andes,pje., ,pje. Boeto (Los Andes)
Feature,ubicacionvias2.4521,Point,-68.09954017,-16.56460055,geom,7354,20915,C. A,A,A,Mallasilla,c., ,c. A (Mallasilla)
Feature,ubicacionvias2.3540,Point,-68.15364929,-16.49895372,geom,7748,17195,"Apodaca, E.","Apodaca, Ezequiel",Ezequiel Apodaca,Chamoco Chico,c., ,c. Ezequiel Apodaca (Chamoco Chico)
Feature,ubicacionvias2.3541,Point,-68.15908102,-16.49880751,geom,84,17204,Pj. 9,9,9,Alto Tejar,pje., ,pje. 9 (Alto Tejar)
Feature,ubicacionvias2.3542,Point,-68.15921379,-16.49934452,geom,111,17207,C. 10,10,10,Alto Tejar,c., ,c. 10 (Alto Tejar)
Feature,ubicacionvias2.3543,Point,-68.16028415,-16.50048179,geom,8870,17208,Bolívar,Bolívar,Bolívar,Alto Tejar,c.,143/2014,c. Bolívar (Alto Tejar)
Feature,ubicacionvias2.3544,Point,-68.16075929,-16.49994993,geom,272,17209,Chualluma,Chualluma,Chualluma (cj. G),Alto Tejar,cj.,143/2014,cj. Chualluma (cj. G) (Alto Tejar)
Feature,ubicacionvias2.3545,Point,-68.15978841,-16.50017783,geom,7285,17211,C. 12,12,12,Alto Tejar,c., ,c. 12 (Alto Tejar)
Feature,ubicacionvias2.3546,Point,-68.15919303,-16.50146178,geom,1378,17217,León,León,León,Alto Tejar,c., ,c. León (Alto Tejar)
Feature,ubicacionvias2.3547,Point,-68.15768276,-16.5013724,geom,2345,17218,C. 11,11,11,Alto Tejar,c., ,c. 11 (Alto Tejar)
Feature,ubicacionvias2.3548,Point,-68.15953202,-16.50130925,geom,8241,17220,Salazar Pedro,Salazar Pedro,Pedro Salazar,Alto Tejar,c.,143/2014,c. Pedro Salazar (Alto Tejar)
Feature,ubicacionvias2.3549,Point,-68.16072746,-16.50058743,geom,3283,17226,Señor de Mayo,Señor de Mayo,Señor de Mayo,Huacataqui,c.,143/2014,c. Señor de Mayo (Huacataqui)
Feature,ubicacionvias2.3550,Point,-68.16027531,-16.49700349,geom,3430,17230,C. 3,3,3,Chualluma,c., ,c. 3 (Chualluma)
Feature,ubicacionvias2.3551,Point,-68.16116799,-16.49569436,geom,2270,17243,C. 2,2,2,Alto Mcal. Santa Cruz,c., ,c. 2 (Alto Mcal. Santa Cruz)
Feature,ubicacionvias2.3552,Point,-68.16284763,-16.49619153,geom,2747,17250,C. 6,6,6,Alto Mcal. Santa Cruz,c., ,c. 6 (Alto Mcal. Santa Cruz)
Feature,ubicacionvias2.3553,Point,-68.16586356,-16.49282398,geom,8261,17256,"Miranda, Pedro","Miranda, Pedro",Pedro Miranda,La Portada,c., ,c. Pedro Miranda (La Portada)
Feature,ubicacionvias2.3554,Point,-68.15898889,-16.49789453,geom,180,17270,"Bascones, Segundo","Bascones, Segundo",Segundo Bascones,Chualluma,av., ,av. Segundo Bascones (Chualluma)
Feature,ubicacionvias2.3555,Point,-68.15577752,-16.49902258,geom,7376,17287,Chiu Chiu,Chiu Chiu,Chiu Chiu,El Tejar,c., ,c. Chiu Chiu (El Tejar)
Feature,ubicacionvias2.3556,Point,-68.1557759,-16.49802592,geom,1909,17288,Damas de Cotagaita,Damas de Cotagaita,Damas de Cotagaita,El Tejar,c., ,c. Damas de Cotagaita (El Tejar)
Feature,ubicacionvias2.3557,Point,-68.15505164,-16.50214782,geom,3752,17292,C. 10,10,10,Chamoco Chico,c., ,c. 10 (Chamoco Chico)
Feature,ubicacionvias2.3558,Point,-68.14970781,-16.50340958,geom,1535,17302,Santos Reyes,Santos Reyes,Santos Reyes,Chijini,c., ,c. Santos Reyes (Chijini)
Feature,ubicacionvias2.3559,Point,-68.15851154,-16.50522908,geom,3037,17308,Los Leones,Los Leones,De los Leones,Barrio Lindo,c., ,c. De los Leones (Barrio Lindo)
Feature,ubicacionvias2.3560,Point,-68.15768405,-16.5055564,geom,1751,17309,6 de Junio,6 de Junio,6 de Junio,Barrio Lindo,c., ,c. 6 de Junio (Barrio Lindo)
Feature,ubicacionvias2.3561,Point,-68.15773913,-16.5059503,geom,1660,17313,Sagrado Corazón de Jesús,Sagrado Corazón de Jesús,Sagrado Corazón de Jesús,Alto Sagrado Corazón de Jesús,av., ,av. Sagrado Corazón de Jesús (Alto Sagrado Corazón de Jesús)
Feature,ubicacionvias2.3562,Point,-68.15615524,-16.50617304,geom,3418,17315,6 de Agosto,6 de Agosto,6 de Agosto,Alto Sagrado Corazón de Jesús,c., ,c. 6 de Agosto (Alto Sagrado Corazón de Jesús)
Feature,ubicacionvias2.3563,Point,-68.15330338,-16.50451369,geom,1105,17322,Mendoza,"Mendoza, Armando",Armando Mendoza,Chijini,c., ,c. Armando Mendoza (Chijini)
Feature,ubicacionvias2.3564,Point,-68.15345534,-16.50358159,geom,1917,17326,"Weelwright, G.","Weelwright, Guillermo",Guillermo Weelwright,Chijini,c., ,c. Guillermo Weelwright (Chijini)
Feature,ubicacionvias2.3565,Point,-68.15155296,-16.50413432,geom,8768,17329,Chimba,Chimba,La Chimba,Chijini,c., ,c. La Chimba (Chijini)
Feature,ubicacionvias2.3566,Point,-68.15301147,-16.50296951,geom,1072,17330,Junín,Junín,Junín,Chijini,c., ,c. Junín (Chijini)
Feature,ubicacionvias2.3567,Point,-68.16085382,-16.50089011,geom,998,17334,Pura Pura,Pura Pura,Pura Pura (cj. E),Huacataqui,cj.,143/2014,cj. Pura Pura (cj. E) (Huacataqui)
Feature,ubicacionvias2.3568,Point,-68.16016434,-16.49985384,geom,8498,17350,Eucaliptos,Eucaliptos,Eucaliptos,Alto Tejar,c., ,c. Eucaliptos (Alto Tejar)
Feature,ubicacionvias2.3569,Point,-68.16012078,-16.49871909,geom,1794,17353,"Aguilar, Ricardo","Aguilar, Ricardo",Ricardo Aguilar,Huacataqui,c., ,c. Ricardo Aguilar (Huacataqui)
Feature,ubicacionvias2.3570,Point,-68.1591442,-16.50022575,geom,3606,17356,C. 11,11,11,Alto Tejar,c., ,c. 11 (Alto Tejar)
Feature,ubicacionvias2.3571,Point,-68.15961734,-16.4986596,geom,8632,17357,Mil Gradas,Mil Gradas,Mil Gradas,Alto Tejar,av.,143/2014,av. Mil Gradas (Alto Tejar)
Feature,ubicacionvias2.3572,Point,-68.15956422,-16.49738354,geom,8569,17366,Pj. 5,5,5,Chualluma,pje., ,pje. 5 (Chualluma)
Feature,ubicacionvias2.3573,Point,-68.15960321,-16.49698707,geom,7514,17367,Pj. 7,7,7,Chualluma,pje., ,pje. 7 (Chualluma)
Feature,ubicacionvias2.3574,Point,-68.15788481,-16.49489218,geom,7741,17373,Océano Pacífico,Océano Pacífico,Océano Pacífico,El Tejar,c., ,c. Océano Pacífico (El Tejar)
Feature,ubicacionvias2.3575,Point,-68.16291202,-16.49557526,geom,3672,17380,C. 5,5,5,Alto Mcal. Santa Cruz,c., ,c. 5 (Alto Mcal. Santa Cruz)
Feature,ubicacionvias2.3576,Point,-68.15468098,-16.50558293,geom,3358,17389,C. 4,4,4,Sagrado Corazón de Jesús,c., ,c. 4 (Sagrado Corazón de Jesús)
Feature,ubicacionvias2.3577,Point,-68.15351999,-16.50023742,geom,1361,17397,Herraje,Herraje,Herraje,Chamoco Chico,pje., ,pje. Herraje (Chamoco Chico)
Feature,ubicacionvias2.3578,Point,-68.15596687,-16.50551907,geom,701,17400,"Pinto, Fortunato","Pinto, Fortunato",Fortunato Pinto,Sagrado Corazón de Jesús,c., ,c. Fortunato Pinto (Sagrado Corazón de Jesús)
Feature,ubicacionvias2.3579,Point,-68.15539613,-16.50441271,geom,7901,17402,"Bolognesi, F.","Bolognesi, Francisco",Francisco Bolognesi,Sagrado Corazón de Jesús,c., ,c. Francisco Bolognesi (Sagrado Corazón de Jesús)
Feature,ubicacionvias2.3580,Point,-68.14669499,-16.50409567,geom,7780,17406,"Kyllmann, Guillermo Bernhard","Kyllmann, Guillermo Bernhard",Guillermo Bernhard Kyllmann,Villa Nuevo Potosí,c.,278/2015,c. Guillermo Bernhard Kyllmann (Villa Nuevo Potosí)
Feature,ubicacionvias2.3581,Point,-68.16107012,-16.49346579,geom,7960,17408,"Zeballos, I.","Zeballos, Ignacio",Ignacio Zeballos,Alto Mcal. Santa Cruz,pje., ,pje. Ignacio Zeballos (Alto Mcal. Santa Cruz)
Feature,ubicacionvias2.3582,Point,-68.15571743,-16.50428225,geom,1191,17419,"Calatayud, Obispo","Calatayud, Obispo",Obispo Calatayud,Chamoco Chico,c., ,c. Obispo Calatayud (Chamoco Chico)
Feature,ubicacionvias2.3583,Point,-68.16723061,-16.49180744,geom,7790,17427,Colorado,Colorado,Colorado,La Portada,gradería, ,gradería Colorado (La Portada)
Feature,ubicacionvias2.3584,Point,-68.12588967,-16.49299464,geom,7750,17431,"Román, Federico","Román, Federico",Federico Román,San Juan,c., ,c. Federico Román (San Juan)
Feature,ubicacionvias2.3585,Point,-68.13934157,-16.49165698,geom,1305,17434,"Goyzueta, Ursula","Goyzueta, Ursula",Ursula Goyzueta,San Sebastián,c., ,c. Ursula Goyzueta (San Sebastián)
Feature,ubicacionvias2.3586,Point,-68.14182458,-16.49285425,geom,1875,17444,"De las Muñecas, Idelfonso","De las Muñecas, Idelfonso",Idelfonso De las Muñecas,San Sebastián,av., ,av. Idelfonso De las Muñecas (San Sebastián)
Feature,ubicacionvias2.3587,Point,-68.14308888,-16.49188718,geom,1360,17446,"Torrelio, General","Torrelio, General",General Torrelio,San Sebastián,c., ,c. General Torrelio (San Sebastián)
Feature,ubicacionvias2.3588,Point,-68.14569903,-16.49457412,geom,7834,17454,"Ortiz, Gregorio","Ortiz, Gregorio",Gregorio Ortiz,14 de Septiembre,c., ,c. Gregorio Ortiz (14 de Septiembre)
Feature,ubicacionvias2.3589,Point,-68.14597681,-16.49412164,geom,550,17455,Munaypata,Munaypata,Munaypata,14 de Septiembre,c., ,c. Munaypata (14 de Septiembre)
Feature,ubicacionvias2.3590,Point,-68.14252035,-16.5027746,geom,8213,17457,García J. Meza,"García Meza, José",José García Meza,San Pedro Alto,c., ,c. José García Meza (San Pedro Alto)
Feature,ubicacionvias2.3591,Point,-68.13673801,-16.50333416,geom,40,17461,Colombia,Colombia,Colombia,San Pedro,c., ,c. Colombia (San Pedro)
Feature,ubicacionvias2.3592,Point,-68.12594591,-16.50073912,geom,1056,17468,Pj. 18-C,18-C,18-C,Santa Barbara,pje., ,pje. 18-C (Santa Barbara)
Feature,ubicacionvias2.3593,Point,-68.12726547,-16.50199409,geom,146,17469,Del Ejército,Del Ejército,Del Ejército,Santa Barbara,av., ,av. Del Ejército (Santa Barbara)
Feature,ubicacionvias2.3594,Point,-68.12773841,-16.50545545,geom,897,17470,Montevideo,Montevideo,Montevideo,San Jorge,pje., ,pje. Montevideo (San Jorge)
Feature,ubicacionvias2.3595,Point,-68.13480485,-16.49542922,geom,296,17474,Comercio,Comercio,Comercio,Central,pje., ,pje. Comercio (Central)
Feature,ubicacionvias2.3596,Point,-68.13472638,-16.49452384,geom,26,17476,Ingavi,Ingavi,Ingavi,Central,c., ,c. Ingavi (Central)
Feature,ubicacionvias2.3597,Point,-68.14233616,-16.49873833,geom,1843,17483,León de la Barra,León de la Barra,León de la Barra,Gran Poder,c., ,c. León de la Barra (Gran Poder)
Feature,ubicacionvias2.3598,Point,-68.13344472,-16.50207231,geom,116,17488,México,México,México,San Pedro,c., ,c. México (San Pedro)
Feature,ubicacionvias2.3599,Point,-68.13259225,-16.50252167,geom,7727,17489,Cabrera,Cabrera,Cabrera,San Pedro,c., ,c. Cabrera (San Pedro)
